t_in,v_in,t_out,v_out
0.000314,-0.96,0.000314,-0.04
0.000316,-1,0.000316,-0.02
0.000318,-0.96,0.000318,-0.04
0.00032,-1,0.00032,-0.02
0.000322,-1,0.000322,-0.04
0.000324,-0.96,0.000324,-0.04
0.000326,-0.96,0.000326,-0.04
0.000328,-0.96,0.000328,-0.02
0.00033,-0.96,0.00033,-0.02
0.000332,-0.96,0.000332,-0.04
0.000334,-0.96,0.000334,-0.04
0.000336,-0.96,0.000336,-0.04
0.000338,-0.96,0.000338,-0.04
0.00034,-1,0.00034,-0.02
0.000342,-0.96,0.000342,-0.04
0.000344,-0.96,0.000344,-0.04
0.000346,-1,0.000346,-0.04
0.000348,-1,0.000348,-0.06
0.00035,-0.96,0.00035,-0.04
0.000352,-0.96,0.000352,-0.06
0.000354,-1,0.000354,-0.02
0.000356,-1,0.000356,-0.02
0.000358,-1,0.000358,-0.02
0.00036,-1,0.00036,-0.02
0.000362,-1,0.000362,-0.04
0.000364,-1,0.000364,-0.02
0.000366,-0.96,0.000366,-0.02
0.000368,-1,0.000368,-0.06
0.00037,-0.96,0.00037,-0.04
0.000372,-1,0.000372,-0.02
0.000374,-0.96,0.000374,-0.04
0.000376,-1,0.000376,-0.04
0.000378,-1,0.000378,-0.02
0.00038,-1,0.00038,-0.04
0.000382,-0.96,0.000382,-0.02
0.000384,-0.96,0.000384,-0.04
0.000386,-1,0.000386,-0.04
0.000388,-0.96,0.000388,-0.02
0.00039,-0.96,0.00039,-0.06
0.000392,-1,0.000392,-0.02
0.000394,-0.96,0.000394,-0.04
0.000396,-0.96,0.000396,-0.02
0.000398,-0.96,0.000398,-0.04
0.0004,-1,0.0004,-0.02
0.000402,-0.96,0.000402,-0.04
0.000404,-1,0.000404,-0.06
0.000406,-0.96,0.000406,-0.04
0.000408,-1,0.000408,-0.02
0.00041,-1,0.00041,-0.04
0.000412,-1,0.000412,-0.04
0.000414,-0.96,0.000414,-0.04
0.000416,-0.96,0.000416,-0.04
0.000418,-0.96,0.000418,-0.04
0.00042,-0.96,0.00042,-0.02
0.000422,-0.96,0.000422,-0.04
0.000424,-0.96,0.000424,-0.02
0.000426,-0.96,0.000426,-0.04
