t_in,v_in,t_out,v_out
1.695,0.008,1.695,0
1.696,0.008,1.696,0.08
1.697,0.008,1.697,0
1.698,0.008,1.698,0
1.699,0.008,1.699,0
1.7,0.008,1.7,0
1.701,0.008,1.701,0
1.702,0.008,1.702,0
1.703,0.008,1.703,0
1.704,0.008,1.704,0
1.705,0.008,1.705,0
1.706,0.008,1.706,0
1.707,0.008,1.707,0
1.708,0.008,1.708,0
1.709,0,1.709,0
1.71,0.008,1.71,0
1.711,0.008,1.711,0
1.712,0.008,1.712,0
1.713,0,1.713,0
1.714,0.008,1.714,0
1.715,0.008,1.715,0
1.716,0.008,1.716,0
1.717,0.008,1.717,0
1.718,0.008,1.718,0
1.719,0.008,1.719,0
1.72,0.008,1.72,0
1.721,0.008,1.721,0
1.722,0.008,1.722,0
1.723,0,1.723,0
1.724,0.008,1.724,0.08
1.725,0.008,1.725,0
1.726,0.008,1.726,0
1.727,0.008,1.727,0
1.728,0.008,1.728,0
1.729,0.008,1.729,0
1.73,0.008,1.73,0
1.731,0.008,1.731,0
1.732,0.008,1.732,0
1.733,0.008,1.733,0
1.734,0.008,1.734,0
1.735,0.008,1.735,0
1.736,0.008,1.736,0
1.737,0.008,1.737,0
1.738,0.008,1.738,0
1.739,0.008,1.739,0
1.74,0.008,1.74,0
1.741,0.008,1.741,0
1.742,0.008,1.742,0
1.743,0.008,1.743,0
1.744,0.008,1.744,0
1.745,0.008,1.745,0
1.746,0.008,1.746,0
1.747,0.008,1.747,0
1.748,0.008,1.748,0
1.749,0.008,1.749,0
1.75,0.008,1.75,0.08
1.751,0.008,1.751,0
1.752,0.008,1.752,0
1.753,0.008,1.753,0
1.754,0.008,1.754,0
1.755,0.008,1.755,0
1.756,0.008,1.756,0
1.757,0.008,1.757,0
1.758,0.008,1.758,0
1.759,0.008,1.759,0
1.76,0.008,1.76,0
1.761,0.008,1.761,0
1.762,0.008,1.762,0.08
1.763,0.008,1.763,0.08
1.764,0.008,1.764,0
1.765,0.008,1.765,0
1.766,0.008,1.766,0
1.767,0.008,1.767,0
1.768,0.008,1.768,0
1.769,0.008,1.769,0
1.77,0.008,1.77,0
1.771,0.008,1.771,0
1.772,0.008,1.772,0
1.773,0.008,1.773,0
1.774,0.008,1.774,0
1.775,0,1.775,0
1.776,0.008,1.776,0
1.777,0.008,1.777,0
1.778,0.008,1.778,0
1.779,0.008,1.779,0
1.78,0.008,1.78,0
1.781,0.008,1.781,0.08
1.782,0.008,1.782,0
1.783,0.008,1.783,0
1.784,0.008,1.784,0.08
1.785,0.008,1.785,0.08
1.786,0.008,1.786,0.08
1.787,0.008,1.787,0
1.788,0.008,1.788,0.08
1.789,0.008,1.789,0
1.79,0.008,1.79,0
1.791,0,1.791,0
1.792,0.008,1.792,0
1.793,0.008,1.793,0
1.794,0.008,1.794,0
1.795,0.008,1.795,0.08
1.796,0.008,1.796,0
1.797,0.008,1.797,0
1.798,0.008,1.798,0
1.799,0.008,1.799,0
1.8,0.008,1.8,0
1.801,0.008,1.801,0.08
1.802,0.008,1.802,0.08
1.803,0.008,1.803,0
1.804,0.008,1.804,0
1.805,0.008,1.805,0
1.806,0.008,1.806,0
1.807,0.008,1.807,0
1.808,0.008,1.808,0.08
1.809,0.008,1.809,0
1.81,0.008,1.81,0
1.811,0.008,1.811,0
1.812,0.008,1.812,0
1.813,0.008,1.813,0
1.814,0.008,1.814,0
1.815,0.008,1.815,0
1.816,0.008,1.816,0
1.817,0.008,1.817,0
1.818,0.008,1.818,0
1.819,0.008,1.819,0
1.82,0.008,1.82,0
1.821,0.008,1.821,0
1.822,0.008,1.822,0
1.823,0,1.823,0.08
1.824,0.008,1.824,0
1.825,0.008,1.825,0
1.826,0.008,1.826,0
1.827,0.008,1.827,0.08
1.828,0.008,1.828,0
1.829,0.008,1.829,0
1.83,0.008,1.83,0
1.831,0.008,1.831,0.08
1.832,0.008,1.832,0
1.833,0.008,1.833,0
1.834,0.008,1.834,0
1.835,0.008,1.835,0
1.836,0.008,1.836,0
1.837,0.008,1.837,0.08
1.838,0.008,1.838,0
1.839,0.008,1.839,0
1.84,0.008,1.84,0
1.841,0.008,1.841,0
1.842,0,1.842,0
1.843,0.008,1.843,0
1.844,0.008,1.844,0
1.845,0.008,1.845,0
1.846,0.008,1.846,0
1.847,0.008,1.847,0
1.848,0.008,1.848,0
1.849,0.008,1.849,0
1.85,0.008,1.85,0
1.851,0.008,1.851,0
1.852,0,1.852,0
1.853,0.008,1.853,0
1.854,0.008,1.854,0
1.855,0.008,1.855,0
1.856,0.008,1.856,0
1.857,0.008,1.857,0
1.858,0.008,1.858,0
1.859,0.008,1.859,0
1.86,0.008,1.86,0
1.861,0.008,1.861,0.08
1.862,0.008,1.862,0
1.863,0.008,1.863,0
1.864,0.008,1.864,0
1.865,0.008,1.865,0
1.866,0.008,1.866,0
1.867,0.008,1.867,0
1.868,0.008,1.868,0
1.869,0.008,1.869,0
1.87,0.008,1.87,0
1.871,0.008,1.871,0
1.872,0.008,1.872,0.08
1.873,0.008,1.873,0
1.874,0.008,1.874,0
1.875,0.008,1.875,0
1.876,0,1.876,0
1.877,0.008,1.877,0
1.878,0.008,1.878,0
1.879,0.008,1.879,0
1.88,0.008,1.88,0
1.881,0.008,1.881,0
1.882,0.008,1.882,0.08
1.883,0.008,1.883,0
1.884,0.008,1.884,0
1.885,0.008,1.885,0
1.886,0.008,1.886,0
1.887,0.008,1.887,0
1.888,0.008,1.888,0
1.889,0.008,1.889,0
1.89,0.008,1.89,0
1.891,0.008,1.891,0
1.892,0.008,1.892,0
1.893,0.008,1.893,0
1.894,0.008,1.894,0
1.895,0.008,1.895,0
1.896,0.008,1.896,0
1.897,0.008,1.897,0
1.898,0.008,1.898,0
1.899,0.008,1.899,0
1.9,0.008,1.9,0.08
1.901,0.008,1.901,0
1.902,0.008,1.902,0
1.903,0.008,1.903,0
1.904,0.008,1.904,0
1.905,0.008,1.905,0
1.906,0.008,1.906,0
1.907,0.008,1.907,0
1.908,0,1.908,0
1.909,0,1.909,0
1.91,0.008,1.91,0
1.911,0.008,1.911,0
1.912,0.008,1.912,0
1.913,0.008,1.913,0
1.914,0.008,1.914,0
1.915,0,1.915,0
1.916,0.008,1.916,0
1.917,0.008,1.917,0
1.918,0.008,1.918,0
1.919,0.008,1.919,0
1.92,0.008,1.92,0.08
1.921,0.008,1.921,0
1.922,0.008,1.922,0
1.923,0.008,1.923,0
1.924,0.008,1.924,0
1.925,0.008,1.925,0
1.926,0.008,1.926,0
1.927,0.008,1.927,0
1.928,0.008,1.928,0
1.929,0.008,1.929,0
1.93,0.008,1.93,0
1.931,0,1.931,0
1.932,0.008,1.932,0
1.933,0,1.933,0.08
1.934,0.008,1.934,0
1.935,0.008,1.935,0
1.936,0.008,1.936,0
1.937,0.008,1.937,0
1.938,0.008,1.938,0.08
1.939,0.008,1.939,0
1.94,0,1.94,0
1.941,0,1.941,0
1.942,0.008,1.942,0
1.943,0.008,1.943,0
1.944,0.008,1.944,0.08
1.945,0.008,1.945,0
1.946,0.008,1.946,0
1.947,0.008,1.947,0
1.948,0.008,1.948,0
1.949,0.008,1.949,0
1.95,0.008,1.95,0.08
1.951,0.008,1.951,0
1.952,0.008,1.952,0
1.953,0.008,1.953,0
1.954,0.008,1.954,0
1.955,0.008,1.955,0
1.956,0.008,1.956,0
1.957,0.008,1.957,0
1.958,0.008,1.958,0
1.959,0.008,1.959,0
1.96,0.008,1.96,0
1.961,0.008,1.961,0
1.962,0.008,1.962,0
1.963,0.008,1.963,0
1.964,0.008,1.964,0
1.965,0.008,1.965,0
1.966,0.008,1.966,0
1.967,0.008,1.967,0
1.968,0.008,1.968,0
1.969,0.008,1.969,0
1.97,0.008,1.97,0
1.971,0.008,1.971,0
