t_in,v_in,t_out,v_out
0,1.04,0,0
4.00E-06,1.08,4.00E-06,0
8.00E-06,1.04,8.00E-06,0
1.20E-05,1.04,1.20E-05,-0.04
1.60E-05,1.04,1.60E-05,-0.04
2.00E-05,1.04,2.00E-05,-0.04
2.40E-05,1.04,2.40E-05,0
2.80E-05,1.04,2.80E-05,-0.04
3.20E-05,1.04,3.20E-05,-0.04
3.60E-05,1.04,3.60E-05,-0.04
4.00E-05,1.04,4.00E-05,-0.04
4.40E-05,1.04,4.40E-05,0
4.80E-05,1.04,4.80E-05,-0.04
5.20E-05,1.04,5.20E-05,-0.04
5.60E-05,1.04,5.60E-05,-0.04
6.00E-05,1.04,6.00E-05,-0.04
6.40E-05,1.04,6.40E-05,-0.04
6.80E-05,1.04,6.80E-05,-0.04
7.20E-05,1.04,7.20E-05,-0.04
7.60E-05,1.04,7.60E-05,-0.04
8.00E-05,1.04,8.00E-05,-0.04
8.40E-05,1.04,8.40E-05,-0.04
8.80E-05,1.04,8.80E-05,-0.04
9.20E-05,1.04,9.20E-05,-0.04
9.60E-05,1.08,9.60E-05,-0.04
0.0001,-0.96,0.0001,-1.84
0.000104,-0.96,0.000104,-1.72
0.000108,-0.96,0.000108,-1.68
0.000112,-0.96,0.000112,-1.56
0.000116,-0.96,0.000116,-1.48
0.00012,-0.96,0.00012,-1.4
0.000124,-0.96,0.000124,-1.32
0.000128,-0.96,0.000128,-1.24
0.000132,-0.96,0.000132,-1.2
0.000136,-0.96,0.000136,-1.12
0.00014,-0.96,0.00014,-1.04
0.000144,-0.96,0.000144,-1
0.000148,-0.96,0.000148,-0.96
0.000152,-0.96,0.000152,-0.88
0.000156,-0.96,0.000156,-0.84
0.00016,-0.96,0.00016,-0.8
0.000164,-0.96,0.000164,-0.72
0.000168,-0.96,0.000168,-0.72
0.000172,-1,0.000172,-0.68
0.000176,-0.96,0.000176,-0.64
0.00018,-0.96,0.00018,-0.6
0.000184,-0.96,0.000184,-0.56
0.000188,-0.96,0.000188,-0.56
0.000192,-0.96,0.000192,-0.48
0.000196,-0.96,0.000196,-0.48
0.0002,-0.96,0.0002,-0.44
0.000204,-0.96,0.000204,-0.44
0.000208,-0.96,0.000208,-0.44
0.000212,-0.96,0.000212,-0.4
0.000216,-0.96,0.000216,-0.36
0.00022,-0.96,0.00022,-0.36
0.000224,-0.96,0.000224,-0.36
